10.414,9.0941
10.651,8.8189
10.213,8.8999
9.9158,8.578
9.9257,8.5807
10.02,8.1589
9.6078,8.2403
9.2237,7.8793
9.218,7.8986
9.3151,7.9063
9.3981,7.5373
9.4819,8.0659
9.4674,7.9913
9.5033,7.5319
9.594,7.6754
9.7055,7.7642
9.0649,7.6121
9.0641,7.6124
9.1236,7.6837
9.2506,7.82
9.1622,7.2381
8.687,7.3117
8.5655,7.2344
8.6274,7.3944
8.6356,7.4821
8.7204,7.6118
8.7708,7.6258
8.4778,7.3328
8.5313,7.441
8.4284,7.4136
8.7462,7.2664
8.694,7.1861
8.7227,7.2116
8.8132,7.2228
9.2736,7.616
9.3717,7.6492
9.5967,8.2359
9.4732,8.4975
10.052,9.0044
9.746,10.659
9.946,13.188
10.195,14.88
10.666,16.173
11.271,16.647
11.825,17.015
13.449,17.294
13.751,15.193
15.048,16.879
16.343,17.996
16.924,19.025
17.478,20.679
18.08,20.782
19.253,21.119
19.718,20.83
22.574,21.933
25.55,22.829
26.605,21.981
25.902,21.712
26.1,21.97
26.785,24.548
27.453,25.012
27.923,26.26
26.787,26.423
26.794,25.901
27.709,27.188
28.76,28.856
29.977,30.088
30.76,31.391
31.194,32.844
32.615,32.478
33.764,32.928
35.27,33.899
35.648,33.308
35.779,33.66
36.327,33.672
36.592,33.729
37.526,32.907
35.276,32.423
37.146,34.194
36.582,32.779
36.883,31.496
37.848,32.401
37.639,32.389
36.619,32.645
35.621,32.752
36.516,33.903
35.009,30.91
32.203,28.968
31.059,30.396
28.596,30.655
27.182,28.683
25.868,29.984
25.707,28.57
25.879,29.656
26.624,27.67
27.031,27.445
26.848,23.961
27.238,23.244
27.557,23.204
27.151,23.255
27.088,22.936
27.028,23.418
26.762,24.051
26.824,24.832
26.545,24.468
25.692,23.715
25.021,23.75
24.935,22.666
24.224,22.498
24.219,22.089
23.784,21.986
23.436,21.748
23.518,21.882
23.113,21.601
22.446,20.988
21.447,20.124
20.59,19.865
19.991,19.302
18.935,19.554
19.007,18.823
18.131,18.562
17.886,18.959
17.566,18.255
17.712,18.024
16.998,17.383
16.919,17.348
16.52,17.524
16.539,17.171
16.062,17.222
15.931,17.121
16.03,16.739
15.826,16.011
15.953,15.648
15.915,15.122
15.667,14.873
15.56,14.262
15.665,13.854
15.278,13.518
15.356,14.212
15.188,15.114
14.628,15.584
14.72,15.764
14.824,15.928
14.247,15.778
13.914,15.594
14.151,15.319
14.213,14.4
13.416,13.078
13.426,12.081
13.52,11.659
13.608,11.74
12.724,10.879
12.218,10.899
12.315,10.906
12.398,11.037
12.482,10.566
12.467,9.9913
12.003,10.032
11.594,9.6754
11.705,9.7642
11.065,9.6121
11.064,9.6124
11.124,9.1837
11.251,9.32
11.162,9.2381
11.187,9.3117
11.066,9.2344
11.127,9.3944
10.636,9.4821
10.72,9.6118
10.771,9.1258
10.478,8.8328
10.531,8.941
10.428,9.4136
10.246,8.7664
10.194,8.6861
10.223,8.7116
10.313,8.7228
10.274,9.116
10.372,9.1492
11.097,9.7359
10.973,9.9975
11.052,11.004
11.246,12.159
11.446,14.688
11.695,16.38
12.166,18.173
13.271,19.647
13.825,20.015
14.949,21.294
15.251,21.193
16.548,22.879
17.343,23.496
18.424,24.525
18.978,25.179
19.58,25.282
20.253,25.619
21.218,25.33
24.574,25.933
28.55,25.329
29.105,24.481
28.902,24.712
30.1,24.97
30.285,26.048
30.453,26.512
30.923,27.76
29.787,26.923
29.294,27.401
30.709,28.688
32.26,30.356
32.977,31.588
33.26,33.391
34.194,34.344
35.615,34.978
36.264,35.928
37.77,35.399
38.148,34.308
37.779,35.16
38.327,35.672
40.592,35.729
40.526,35.907
38.776,35.423
39.646,35.694
39.582,34.779
39.883,35.496
39.848,36.901
39.139,35.889
38.619,35.145
38.621,34.252
39.016,34.903
37.509,33.41
34.703,31.468
34.059,31.396
31.096,31.155
29.182,30.683
28.368,31.484
28.707,30.57
28.879,29.656
29.124,29.17
30.031,29.945
29.848,28.461
30.238,26.744
30.557,26.204
30.651,26.755
30.088,26.436
30.028,26.918
29.762,27.551
29.824,28.332
29.545,27.468
28.692,26.715
28.521,27.25
27.935,26.166
27.724,25.998
27.219,25.589
27.284,25.486
26.936,25.748
26.518,24.882
26.113,24.601
25.446,23.988
24.947,23.624
23.59,23.365
22.991,22.802
22.435,22.554
22.507,22.323
21.631,21.562
21.386,20.959
20.566,20.255
20.712,19.524
19.998,18.883
20.419,18.348
20.02,18.024
20.039,18.171
19.562,17.722
18.931,17.121
19.03,16.739
18.826,16.511
18.953,16.648
18.915,16.622
18.667,15.873
18.56,15.762
18.665,15.854
18.778,16.018
18.356,16.212
18.188,15.614
17.628,15.084
17.72,15.264
18.324,15.428
18.247,15.278
17.914,15.094
18.151,14.819
18.213,14.9
17.916,14.578
17.926,14.581
18.02,14.659
18.108,14.74
17.224,14.379
17.218,14.899
17.315,15.406
17.398,15.537
17.482,16.066
17.467,15.991
17.003,15.532
17.094,15.175
16.705,14.764
16.565,14.112
16.564,14.112
16.624,13.684
16.251,13.32
16.162,13.238
15.687,13.312
15.566,13.234
15.127,13.394
15.136,13.482
14.72,13.612
14.771,13.126
14.478,12.833
14.531,12.941
14.428,12.914
13.746,12.766
14.694,12.686
15.223,12.712
15.813,12.723
15.774,12.616
15.872,13.149
16.097,13.236
15.973,13.998
16.052,15.004
16.246,16.659
16.946,19.188
17.195,20.38
17.666,21.673
18.271,22.647
18.825,22.515
19.449,23.294
20.251,22.693
21.048,23.379
21.843,25.496
22.424,26.525
22.978,26.679
23.58,26.782
24.253,27.119
24.718,27.83
27.574,28.933
30.55,28.329
31.105,29.481
30.402,27.712
31.6,27.47
31.285,28.548
31.953,30.012
32.423,30.76
31.287,29.423
31.294,28.901
32.209,30.688
32.76,32.856
34.477,33.088
35.26,34.891
35.694,36.344
37.115,37.478
37.764,37.428
38.77,39.399
39.648,39.308
40.279,38.66
40.827,38.172
42.592,38.729
42.026,38.907
40.276,36.923
42.646,38.694
42.082,38.779
42.383,37.496
41.848,36.901
41.639,36.889
41.619,37.145
41.621,36.752
42.016,38.403
39.509,36.91
37.203,34.968
35.559,35.396
33.596,34.155
31.682,33.183
30.868,32.984
30.707,32.07
30.379,33.656
30.624,33.67
31.531,35.445
31.848,33.961
32.238,31.744
32.557,29.704
32.151,29.255
32.088,29.436
32.028,29.418
31.762,30.551
31.824,30.832
31.545,30.468
31.192,29.215
30.521,29.75
30.435,29.166
29.724,28.498
29.719,28.089
29.284,27.986
28.936,27.748
28.018,27.382
27.613,27.601
27.446,26.488
26.947,26.124
26.59,25.865
25.491,24.802
25.435,24.554
25.007,23.823
24.131,22.562
23.886,21.959
23.566,20.755
23.212,20.524
22.498,19.883
21.919,19.348
21.52,19.524
21.539,19.171
21.062,18.722
20.931,18.121
21.03,18.239
20.326,17.511
20.453,17.648
19.915,17.122
19.167,16.873
19.06,16.262
18.665,16.354
18.778,16.518
18.856,16.712
18.688,16.114
18.628,16.084
18.22,16.264
18.324,15.928
17.747,15.778
17.414,15.594
17.651,15.819
17.213,15.4
17.416,15.078
17.426,15.081
17.02,15.159
17.108,15.24
16.724,14.879
16.718,14.899
17.315,14.906
16.898,15.037
16.482,14.566
16.467,14.491
16.503,14.532
17.094,14.675
16.705,14.764
16.565,14.612
16.064,14.612
16.124,14.684
16.251,14.32
16.662,14.238
16.687,14.312
16.066,14.234
15.627,13.894
15.636,13.982
15.72,14.112
15.771,14.126
15.478,13.833
15.531,13.941
15.428,13.914
15.246,13.766
15.194,13.686
14.723,13.712
14.813,14.223
14.774,14.116
15.372,14.649
16.097,15.236
15.973,15.498
16.052,16.004
16.246,16.659
16.446,18.688
17.195,19.88
17.666,20.673
17.771,21.647
18.325,22.015
19.449,22.794
19.751,23.193
20.548,23.879
21.343,25.496
21.924,27.025
22.478,28.179
23.58,29.282
24.253,30.119
24.718,30.33
28.074,31.433
31.05,30.829
31.605,30.481
32.402,31.212
33.1,31.97
33.285,32.548
34.453,33.012
34.923,32.76
34.287,32.923
34.294,32.901
35.209,34.688
36.76,36.856
37.477,36.588
38.26,37.391
39.194,38.844
40.115,40.478
40.764,41.428
42.77,41.399
42.648,41.808
43.279,42.16
43.827,42.672
45.092,42.229
45.026,40.907
43.276,40.423
44.646,41.194
44.082,40.779
44.883,41.496
45.848,41.401
44.639,41.389
43.619,40.145
43.121,39.252
44.016,39.403
41.509,38.41
38.703,36.968
37.559,35.396
36.096,36.655
34.182,35.683
33.868,36.484
33.707,37.07
33.379,36.156
34.124,36.17
35.031,36.945
35.348,35.461
35.238,34.744
35.557,33.704
35.651,33.255
35.088,32.936
35.028,32.918
34.762,33.551
34.824,33.832
34.045,33.468
33.192,32.715
32.521,32.25
31.935,31.666
31.724,30.998
31.219,30.589
31.284,30.486
30.936,30.248
30.518,29.382
29.613,29.101
28.446,28.488
27.947,28.124
27.59,27.365
26.991,26.802
26.435,26.554
26.007,26.823
25.631,26.062
25.386,26.459
24.566,26.255
24.712,26.024
23.998,25.883
24.419,25.348
24.52,25.524
24.039,25.171
24.562,25.222
24.931,24.621
24.53,24.739
23.326,24.011
23.453,24.148
22.915,23.622
22.667,23.373
22.56,23.262
22.665,22.854
22.778,23.018
22.356,22.712
21.688,22.614
21.628,22.084
21.72,22.264
21.824,21.928
21.247,21.778
20.914,21.594
21.151,21.819
20.713,21.9
20.416,21.078
20.426,21.081
20.02,21.159
20.108,21.24
19.224,20.879
19.218,20.899
18.815,20.906
18.898,21.037
18.982,21.066
18.967,20.991
19.003,21.032
19.094,20.675
19.205,20.764
19.065,20.112
18.564,19.112
18.624,18.184
18.751,17.82
18.662,17.238
18.187,17.312
18.066,16.734
18.127,16.894
18.136,16.482
17.72,16.612
17.771,16.626
17.478,16.333
17.531,16.441
17.428,16.414
17.246,16.266
17.194,16.186
16.723,15.712
16.813,15.723
16.774,15.616
16.872,16.149
17.597,16.736
17.473,16.998
18.052,18.004
18.246,19.159
18.946,20.688
19.695,21.88
20.666,22.673
21.271,22.647
21.325,22.015
22.449,22.794
22.751,22.693
23.548,23.379
23.843,23.996
24.424,25.025
24.978,26.179
26.08,27.782
26.753,28.619
27.718,28.83
29.074,30.433
30.55,30.829
30.105,30.481
28.902,30.212
29.1,30.47
29.285,31.548
30.453,32.012
30.423,32.76
29.287,31.423
29.794,31.401
31.709,33.188
33.26,35.356
34.977,37.088
36.26,37.891
37.694,39.344
38.115,39.978
38.764,40.428
