id,Y18
4752,20.67526175977528
4753,20.69285595955622
4754,20.672608565393574
4755,20.573422703524578
4756,20.486702067317673
4757,20.38681038820136
4758,20.318282626146576
4759,20.26647955988775
4760,20.145316625281357
4761,20.09888356576227
4762,19.968171906594826
4763,19.90018577898656
4764,19.850485716965007
4765,19.719453723093086
4766,19.724592435197074
4767,19.565345935779195
4768,19.418244270738672
4769,19.442758111563535
4770,19.29818262326123
4771,19.19713109398223
4772,19.119035490411953
4773,19.079868495194894
4774,19.031303148330824
4775,19.08440931109525
4776,19.105064551218412
4777,18.953735014897042
4778,18.86972528598969
4779,18.707483435946916
4780,18.6623937766184
4781,18.620109819986617
4782,18.574852921486123
4783,18.5782943633204
4784,18.550427052150848
4785,18.559034636212807
4786,18.54640386244938
4787,18.6164355881176
4788,18.66321864321253
4789,18.86216730430662
4790,19.037786267586156
4791,19.271144208298104
4792,19.586727927929516
4793,20.058878362786665
4794,20.671163427047084
4795,21.087226039564428
4796,21.94852713257874
4797,22.588079864954764
4798,22.99172614077472
4799,24.07432977172103
4800,25.16426020962141
4801,25.662843066480484
4802,26.537914712155647
4803,26.948749695305935
4804,27.443035405131454
4805,28.642528245644314
4806,29.5776529107012
4807,30.31516715286506
4808,31.017324604594954
4809,31.54114355312667
4810,31.9534946144177
4811,32.56595809560196
4812,33.357641970251606
4813,33.73332251274702
4814,33.66095793637239
4815,33.8703742153345
4816,34.31338445474907
4817,34.88431960094613
4818,35.14863837025574
4819,35.39924778634713
4820,35.70095704996312
4821,35.700092976104116
4822,36.328252925227815
4823,36.80059646490431
4824,37.018650838560596
4825,37.51661771965777
4826,37.99514094592661
4827,38.087026406093514
4828,38.531604937902955
4829,38.82743520427627
4830,38.937380607151816
4831,39.18870759475874
4832,39.32370684430917
4833,39.07447003147534
4834,39.03081398468793
4835,38.19816681381385
4836,37.34953610212225
4837,37.12014751897894
4838,36.80557776861781
4839,36.81333934854287
4840,37.22947795743464
4841,37.42011676911203
4842,37.23253097584191
4843,36.62850608257011
4844,36.41495215354537
4845,35.74814616622399
4846,34.71417230183141
4847,34.26257179535983
4848,33.74046935786613
4849,33.088211023273196
4850,32.58771215027218
4851,32.594501033319006
4852,32.69463759801217
4853,32.837210372850535
4854,32.73151035710271
4855,32.334116998968895
4856,31.860365212614425
4857,31.79694156354563
4858,31.45578678706461
4859,30.975709894286123
4860,30.32610730851932
4861,29.94572416468143
4862,29.651665145248554
4863,29.456666907329492
4864,29.22961347351838
4865,29.050019601241427
4866,28.71164796392969
4867,28.457583155168958
4868,28.210113378925215
4869,27.57545545024536
4870,27.009244218416093
4871,26.549596290184066
4872,26.360861861676696
4873,26.036091387101138
4874,25.76263592358962
4875,25.477822923922325
4876,24.988854988818098
4877,24.649731524863242
4878,24.396137727375866
4879,24.235189258044457
4880,23.838275555939177
4881,23.599489184515754
4882,23.359442531326486
4883,23.17651143948637
4884,22.924390778328537
4885,22.798914918712097
4886,22.764218381825877
4887,22.68261464013252
4888,22.545354679022275
4889,22.507354612082857
4890,22.29827816030366
4891,22.114142324546464
4892,21.969307630025547
4893,21.806643704834592
4894,21.709554012924333
4895,21.526813772810904
4896,21.39492441689597
4897,21.315229772823557
4898,21.303879125119426
4899,21.048495037462402
4900,20.975712725420095
4901,20.860124755140788
4902,20.82711605194314
4903,20.48096168277818
4904,20.450992898771496
4905,20.24508264074087
4906,20.272017403680486
4907,20.17709884435982
4908,20.135435588236398
4909,20.04015015375711
4910,19.94958958023758
4911,19.89372443673757
4912,19.802618569746585
4913,19.770019503536663
4914,19.757338653381158
4915,19.731754184534864
4916,19.613645519212483
4917,19.458911217997386
4918,19.420234704885083
4919,19.392583443682724
4920,19.412140461428265
4921,19.353130615935086
4922,19.331213065887702
