id,Y18,1
4752,20.1689,20.248881770855107
4753,20.1621,20.262501678666023
4754,20.1926,20.27969344222631
4755,20.0134,20.14108255987282
4756,19.9427,20.0493203162801
4757,19.9128,19.977475621725013
4758,19.8742,19.918740808459205
4759,19.7698,19.862853133065364
4760,19.5992,19.66884304628782
4761,19.4997,19.591245772382756
4762,19.4115,19.469413567343924
4763,19.4016,19.440392075112218
4764,19.4483,19.45956196933505
4765,19.4196,19.388990442654364
4766,19.4304,19.405741035240982
4767,19.2476,19.189361387406827
4768,19.1189,18.98308736026666
4769,19.076,18.9362491841061
4770,18.8905,18.75877096390369
4771,18.7794,18.655741344270435
4772,18.7956,18.594080679649565
4773,18.7548,18.581229589956493
4774,18.7088,18.576994888831265
4775,18.8061,18.724483119173275
4776,18.752,18.661799377164208
4777,18.6632,18.49767152499357
4778,18.5906,18.360085591974126
4779,18.4628,18.175714208357412
4780,18.3865,18.116339904877105
4781,18.3369,18.065825285107486
4782,18.3066,18.016487149634173
4783,18.3087,18.03102776440769
4784,18.2836,18.023101008332567
4785,18.3117,18.034382176874566
4786,18.3998,18.055950764032854
4787,18.544,18.21050691284703
4788,18.6526,18.351026016451506
4789,18.9107,18.641304459055036
4790,19.1839,18.989622157840948
4791,19.5688,19.438670150176524
4792,20.027,20.032715538337104
4793,20.6872,20.791025190805094
4794,21.2789,21.608855947878617
4795,21.7353,22.15519211591158
4796,22.631,23.106736806902195
4797,23.3177,23.78489127458845
4798,23.6036,24.158654055349253
4799,24.3083,25.130923842210372
4800,25.5726,26.059776811938086
4801,25.9523,26.444378848161612
4802,26.6923,27.235010094626936
4803,27.2958,27.713489751704085
4804,28.2144,28.245319424023236
4805,29.2205,29.57742865226306
4806,30.5348,30.61158133576865
4807,31.7407,31.249765655950036
4808,32.1003,31.864517294196673
4809,32.6537,32.293279248730144
4810,32.8266,32.57771835004837
4811,33.2701,33.08781015709776
4812,33.9421,33.79804674667765
4813,33.8338,33.808167812847806
4814,33.7292,33.58457169936844
4815,34.1967,33.97558169607557
4816,34.0125,33.92690022966144
4817,34.7852,34.61957189468299
4818,35.2284,34.82637695017699
4819,35.4973,34.99370382413193
4820,35.7479,35.26033458176823
4821,35.766999999999996,35.166497406641184
4822,36.185,35.60474097482285
4823,36.5575,35.94194848096366
4824,36.7161,35.99055731711266
4825,36.8047,36.33172751067049
4826,37.1343,36.796742627748884
4827,37.1838,36.81811221697498
4828,37.4842,37.24756734503704
4829,37.7798,37.591692823687055
4830,37.9069,37.764862886850274
4831,37.7324,37.807180713842804
4832,37.8297,37.98351901489654
4833,37.6186,37.76392364032481
4834,37.4973,37.69009072013863
4835,36.8368,37.07437089065088
4836,36.3976,36.32943687650036
4837,35.8838,35.662505631611616
4838,36.115,35.93494264976015
4839,36.0899,36.20794904790743
4840,36.2657,36.71570026724944
4841,36.2371,36.89475963555233
4842,35.9924,36.66806071554241
4843,35.5894,36.2575474274377
4844,35.3978,36.06380747211441
4845,34.8037,35.437697389018474
4846,34.3845,34.41860354802639
4847,33.9512,33.94544058293908
4848,33.6896,33.38458875370031
4849,33.0108,32.631877695529475
4850,32.8124,32.16289471077674
4851,32.3746,31.731899611885076
4852,32.2792,31.81639181803299
4853,32.3353,32.021173531642326
4854,32.1304,31.847523457813065
4855,31.8748,31.55179788782219
4856,31.743000000000002,31.22706476404081
4857,31.5971,31.15565111398335
4858,31.2893,31.105193505927424
4859,31.1738,30.81938619718385
4860,30.899,30.398661952992157
4861,30.5095,29.997068740367848
4862,30.2105,29.73931034129982
4863,29.89,29.46278044789931
4864,29.5678,29.165205947615895
4865,29.2113,28.8595134793487
4866,28.73,28.488281072721673
4867,28.2191,28.218436019040006
4868,27.7841,27.884231967630235
4869,27.1383,27.333361047798025
4870,26.6167,26.733470561629268
4871,26.1319,26.27342544691553
4872,25.8467,26.009906498442966
4873,25.5452,25.689326747814658
4874,25.2514,25.414614063758137
4875,24.8785,25.066201461402017
4876,24.5742,24.595734520590025
4877,24.2475,24.28489849756147
4878,24.0496,24.04297839291543
4879,23.8043,23.84577200549086
4880,23.5107,23.456810499386375
4881,23.3495,23.26163074311137
4882,23.1842,22.984774301881387
4883,22.85,22.80139226422096
4884,22.5483,22.495760188972167
4885,22.4327,22.389325547041487
4886,22.3523,22.311192256673685
4887,22.2495,22.241365386602695
4888,21.9709,22.00462556270092
4889,21.8638,21.915667493977804
4890,21.6687,21.695613559529498
4891,21.5882,21.577358130707434
4892,21.4458,21.40700739240073
4893,21.159000000000002,21.244830982906887
