id,Y18
4752,19.88023153642454
4753,19.815031184504736
4754,19.759449752595685
4755,19.809023578225734
4756,19.832657902873922
4757,19.891507449144942
4758,19.86291370832688
4759,19.907869701799953
4760,19.965871940660627
4761,20.039159935636306
4762,20.054570619671782
4763,20.026392193303447
4764,20.118194025373757
4765,20.209270946345754
4766,20.099379381408493
4767,20.36384639120551
4768,20.39743515960064
4769,19.93882931231535
4770,19.91427795266187
4771,19.906381124402007
4772,20.175176952767423
4773,20.170609195712874
4774,20.119955048956136
4775,20.52279546779317
4776,20.188051134248344
4777,20.31435196913917
4778,20.233054569631697
4779,20.198496286462102
4780,20.300246349458607
4781,20.265284717364683
4782,20.28491386746028
4783,20.280161867935032
4784,20.236662598689687
4785,20.250627221932863
4786,20.38668441182084
4787,20.456540168730875
4788,20.60238833648431
4789,20.594924401559187
4790,21.033002901415895
4791,22.133449890633308
4792,21.654570800608358
4793,21.773249299159552
4794,21.235476177479985
4795,20.994862435486866
4796,22.17397610449421
4797,22.994363878931857
4798,23.836391196236285
4799,24.646059888739202
4800,26.817352755621652
4801,27.889312094807213
4802,30.68295270319167
4803,31.808077196661497
4804,31.50302911756391
4805,31.010727788308138
4806,30.35728814800413
4807,30.03652597296301
4808,29.604294815392592
4809,29.863763017246857
4810,30.195295632274515
4811,30.40379233017133
4812,30.99070522704524
4813,31.758203164658056
4814,32.849257708097184
4815,33.66401375855557
4816,35.13320597733063
4817,35.92730026907674
4818,37.75588658383526
4819,39.02280028848057
4820,39.4963000107911
4821,40.00338497504731
4822,40.04031695664142
4823,41.286458858520575
4824,41.282527687636716
4825,40.413069448740096
4826,39.44747498139592
4827,38.196319471470524
4828,37.33176770965965
4829,36.669362325334326
4830,35.83031235841267
4831,33.304359807786014
4832,32.32801206741925
4833,31.758540490474466
4834,30.537472385415764
4835,29.741198577822153
4836,29.178454032671013
4837,28.495067045418473
4838,27.896637479241015
4839,27.44710746526855
4840,28.101283138003698
4841,28.601895625584653
4842,29.40124411895971
4843,30.57373496577428
4844,31.22824627930586
4845,31.250875744589656
4846,31.359106636593623
4847,31.133760683115344
4848,30.815245190251687
4849,30.582257441779163
4850,30.495159805921148
4851,30.294291787829543
4852,30.49896543045712
4853,30.878455264873764
4854,30.452705715022645
4855,30.293414388621486
4856,29.462401655040946
4857,27.80484978976939
4858,27.147562764948475
4859,26.453293996915868
4860,28.39505146742092
4861,28.146349989882516
4862,26.917477098396727
4863,26.409689265273883
4864,26.4389771618846
4865,26.259665647992293
4866,25.835111249668614
4867,25.495490165523695
4868,25.214403866076154
4869,25.255047997467685
4870,25.131862005919736
4871,24.785445752639504
4872,24.431878196440778
4873,24.279008066615766
4874,23.704836642336492
4875,23.26066343350938
4876,23.267812391891276
4877,22.605845870794617
4878,22.53911210828794
4879,22.72444956695746
4880,21.946134131772137
4881,21.772179729665822
4882,21.51821724089766
4883,21.463744430013634
4884,20.811378655035732
4885,21.040751072090174
4886,20.70998647154045
4887,20.769182428885188
4888,20.256790809817517
4889,19.970573268791043
4890,19.72860567524103
4891,19.8711574981728
4892,19.769185984862037
4893,19.721668378928015
4894,19.80807983915646
4895,19.829665741579756
4896,18.832967065625258
4897,19.513359061019397
4898,19.320514243517852
4899,19.35280817636619
4900,19.251377297283106
4901,19.190186274624672
4902,19.32016536773298
4903,19.123779149784504
4904,18.881311689044654
4905,18.76756111197145
4906,18.697428511699357
4907,18.505450373120375
4908,18.452350397982595
4909,18.617181461760367
4910,18.406437507331585
4911,18.364600923775473
4912,18.444632375591173
4913,18.567088367850396
4914,18.748381160777775
4915,18.449347968961963
4916,18.814931721992274
4917,18.70347515093161
4918,18.705635735702273
4919,19.00151845777908
4920,18.96346773728405
4921,18.71474262099225
4922,18.797122555393937
4923,18.46758777217637
4924,18.550804790899157
4925,18.34720857478648
4926,18.48028850949285
4927,18.414245396664075
4928,18.589227388875653
4929,18.661529828652753
4930,18.686961553241705
4931,18.39889514640386
4932,18.64010313017574
4933,18.699181178165798
4934,18.885474731058167
4935,19.204309533369344
4936,19.62446112091592
4937,20.129939818326203
4938,20.41385448081788
4939,20.87492337117575
4940,20.730690683009943
4941,21.456900765703757
4942,21.527166087591326
4943,22.664696246012845
4944,24.449723831742
4945,25.789575677749365
4946,27.188344171193645
4947,28.262153716910603
4948,28.9206987575935
4949,30.251981317899112
4950,30.700024027598
4951,30.200624868923715
4952,29.896186694391517
4953,30.229489851344034
4954,30.41207937398242
4955,30.563418678054923
4956,30.896751463692354
4957,32.08530755940819
4958,32.52027336172429
4959,33.68657741798844
4960,34.523404710400634
4961,34.97504667817855
4962,35.59830271833348
4963,36.81208451675596
4964,37.91741027722323
4965,38.36783058330731
4966,40.00496043453774
4967,39.963381196901466
4968,40.98576427182893
4969,40.85138373791161
4970,40.42890864424588
4971,40.34786873631647
4972,39.13143299455173
4973,38.25325832362191
4974,37.720536957579256
4975,35.256300274802115
4976,34.88309606236983
4977,34.707685665231395
4978,32.94552421330567
4979,32.2937115889286
4980,31.942579540569376
4981,31.20949796782032
4982,30.021977890915608
4983,28.239931048932057
4984,28.019178668710783
4985,28.19615494162949
4986,29.12414454146386
4987,30.44037034282175
4988,30.99567756881697
4989,30.884239876938068
4990,31.06649841989005
4991,31.097949544260864
4992,31.094560890456595
4993,31.158580594369894
4994,31.151166383848455
4995,30.926300046904537
4996,30.90104020444155
4997,30.922812309473976
4998,30.46107062154401
4999,30.345839207104266
5000,29.822811404983376
5001,28.74501194680607
5002,27.87576637327902
5003,27.75037976074475
5004,27.39823903304575
5005,26.867560046219733
5006,26.528885102407934
5007,26.510222202734013
5008,26.452428787012877
5009,26.143441641810114
5010,26.220550648502613
5011,26.19431895233524
5012,26.222668101167557
5013,26.382964147786257
5014,26.267644759889407
5015,26.068468354927134
5016,25.74637199161232
5017,25.49316964516005
5018,25.24283970512931
5019,24.91565409570941
5020,24.343857402543254
5021,24.2424852517428
5022,24.212625374395852
5023,24.062958822444294
5024,23.559964261726652
5025,22.965069405100916
5026,22.60758657367351
5027,22.55549764547156
5028,22.29711834686928
5029,22.254571441495855
5030,21.851196826712666
5031,21.68754925049373
5032,21.67754575740825
5033,21.370932064379133
5034,21.391104997292274
5035,21.420220498310684
