id,Y18
4752,20.583
4753,20.5792
4754,20.5534
4755,20.4065
4756,20.2823
4757,20.2347
4758,20.1816
4759,20.0994
4760,19.9472
4761,19.8922
4762,19.7833
4763,19.7459
4764,19.7183
4765,19.5547
4766,19.6109
4767,19.3903
4768,19.2278
4769,19.2449
4770,19.0677
4771,18.9465
4772,18.8908
4773,18.836
4774,18.7767
4775,18.8182
4776,18.8049
4777,18.6634
4778,18.5992
4779,18.4662
4780,18.4178
4781,18.3608
4782,18.2875
4783,18.2648
4784,18.2027
4785,18.1976
4786,18.1961
4787,18.3341
4788,18.406
4789,18.6233
4790,18.8258
4791,19.0779
4792,19.4382
4793,19.9012
4794,20.6272
4795,21.159
4796,22.2213
4797,22.8573
4798,23.4068
4799,24.4676
4800,25.7663
4801,26.1654
4802,26.9743
4803,27.2104
4804,27.7042
4805,28.8388
4806,29.6846
4807,30.2256
4808,30.4907
4809,30.9064
4810,31.2121
4811,31.8194
4812,32.7247
4813,33.623
4814,33.7894
4815,34.1246
4816,34.7143
4817,35.5408
4818,36.5803
4819,37.0912
4820,37.458
4821,37.5453
4822,37.9237
4823,38.4711
4824,38.7811
4825,39.0323
4826,39.3131
4827,39.268
4828,39.6003
4829,39.7828
4830,39.6394
4831,39.5011
4832,39.4844
4833,39.3191
4834,39.1075
4835,38.3398
4836,37.6704
4837,36.6834
4838,36.4285
4839,36.2573
4840,36.5987
4841,36.5734
4842,36.1499
4843,35.9216
4844,35.7113
4845,35.3653
4846,34.6815
4847,34.2955
4848,33.8999
4849,33.1424
4850,32.7406
4851,32.5254
4852,32.6564
4853,32.7354
4854,32.6028
4855,32.276
4856,31.955
4857,31.9369
4858,31.3242
4859,30.9244
4860,30.4223
4861,29.9505
4862,29.5949
4863,29.1709
4864,28.8791
4865,28.5643
4866,27.9872
4867,27.7091
4868,27.4954
4869,26.941
4870,26.5418
4871,26.1627
4872,25.9075
4873,25.5515
4874,25.1156
4875,24.9288
4876,24.4675
4877,24.2746
4878,24.0916
4879,23.9573
4880,23.6122
4881,23.4008
4882,23.1987
4883,23.0005
4884,22.7672
4885,22.6881
4886,22.6488
4887,22.5922
4888,22.3756
4889,22.2741
4890,22.1181
4891,21.9598
4892,21.8194
4893,21.5719
4894,21.4605
4895,21.2278
4896,21.1977
4897,21.1309
4898,21.091
4899,20.9135
4900,20.867
4901,20.7111
4902,20.6476
4903,20.3434
4904,20.3018
4905,20.0978
4906,20.1025
4907,20.0278
4908,19.9841
4909,19.8521
4910,19.7722
4911,19.7306
4912,19.6432
4913,19.5804
4914,19.5523
4915,19.4794
4916,19.3925
4917,19.1776
4918,19.1246
4919,19.0413
4920,19.0566
4921,19.0168
4922,18.9752
4923,18.7827
4924,18.6575
4925,18.6352
4926,18.5282
4927,18.5133
4928,18.5436
4929,18.6317
4930,18.708
4931,18.7557
4932,18.956
4933,19.0946
4934,19.2945
4935,19.5257
4936,19.87
4937,20.0735
4938,20.3034
4939,20.8182
4940,21.485
4941,22.0771
4942,22.6111
4943,23.6595
4944,24.7418
4945,25.7223
4946,26.6949
4947,27.4196
4948,27.5297
4949,27.9128
4950,28.6435
4951,29.3055
4952,30.1104
4953,30.704
4954,31.0703
4955,31.4118
4956,32.2662
4957,33.1262
4958,33.8874
4959,35.0525
4960,35.5364
4961,36.2609
4962,37.0205
4963,37.5582
4964,38.5278
4965,38.7618
4966,39.0549
4967,39.2436
4968,39.4726
4969,39.5604
4970,39.3914
4971,38.8068
4972,38.9581
4973,38.4463
4974,38.0103
4975,37.1897
4976,36.9561
4977,36.5965
4978,36.8742
4979,36.858
4980,37.236
4981,36.8401
4982,36.5058
4983,36.0802
4984,35.4919
4985,34.6757
4986,34.0788
4987,34.0217
4988,33.6733
4989,32.8813
4990,32.2867
4991,32.0087
4992,32.2491
4993,32.623
4994,32.7947
4995,32.6336
4996,32.0684
4997,31.5385
4998,31.6115
4999,31.6931
5000,31.5802
5001,31.3494
5002,31.0248
5003,30.7916
5004,30.412
5005,30.0128
5006,29.7382
5007,29.5173
5008,29.1745
5009,28.7835
5010,28.3961
5011,27.9795
5012,27.6897
5013,27.3783
5014,26.9864
5015,26.6363
5016,26.4369
5017,26.0057
5018,25.7168
5019,25.2454
5020,25.2331
5021,25.0126
5022,24.8039
5023,24.5879
5024,24.2989
5025,24.0955
5026,23.8493
5027,23.627
5028,23.6283
5029,23.481
5030,23.0834
5031,22.7944
5032,22.6965
5033,22.4569
5034,22.4776
5035,22.4134
5036,22.3023
5037,22.1971
5038,22.1009
5039,21.9412
5040,21.6294
5041,21.5937
5042,21.4475
5043,21.3732
5044,21.3497
5045,21.1039
5046,21.023
5047,21.0293
5048,20.925
5049,20.8156
5050,20.7649
5051,20.6484
5052,20.594
5053,20.4387
5054,20.2694
5055,20.065
5056,19.8734
5057,19.6954
5058,19.6175
5059,19.5146
5060,19.403
5061,19.3271
5062,19.2463
5063,19.2024
5064,19.1762
5065,19.0317
5066,18.8561
5067,18.7127
5068,18.6237
5069,18.5344
5070,18.5075
5071,18.4722
5072,18.3904
5073,18.2946
5074,18.2506
5075,18.3092
5076,18.5852
5077,18.8868
5078,19.2434
5079,19.5855
5080,20.1443
5081,20.7412
5082,21.2466
5083,21.9269
5084,22.5237
5085,23.0121
5086,24.0562
5087,25.0192
5088,26.2211
5089,27.0878
5090,27.7317
5091,28.5742
5092,29.3363
5093,30.1612
5094,30.6294
5095,31.4275
5096,32.4811
5097,33.4332
5098,34.2563
5099,34.9199
5100,35.7097
5101,36.4212
5102,37.2639
5103,37.8298
5104,38.4058
5105,38.8262
5106,38.8151
5107,38.8256
5108,38.6166
5109,38.4829
5110,38.2615
5111,38.1806
5112,38.1885
5113,38.4616
5114,38.5918
5115,38.8651
5116,39.0406
5117,38.7682
5118,38.7456
5119,38.8569
5120,38.9256
5121,38.8995
5122,38.8246
5123,38.8097
5124,38.6695
5125,38.0112
5126,37.4944
5127,36.8551
5128,36.4857
5129,36.1289
5130,35.7883
5131,35.4094
5132,35.2104
