,id,Y18
4320,4320,18.65393985189303
4321,4321,18.53593303940889
4322,4322,18.430016876294886
4323,4323,18.41454180151202
4324,4324,18.38763354799086
4325,4325,18.317382001836325
4326,4326,18.239718559151353
4327,4327,18.272384033971374
4328,4328,18.26735494276765
4329,4329,18.126246851148174
4330,4330,18.13086978404959
4331,4331,18.17549247633006
4332,4332,18.21000883683592
4333,4333,18.21784677651144
4334,4334,18.217072501001994
4335,4335,18.009449017866665
4336,4336,17.88986002077645
4337,4337,17.82229748167632
4338,4338,17.770983091210038
4339,4339,17.711219040267135
4340,4340,17.656968907544197
4341,4341,17.56106820364762
4342,4342,17.62140897250475
4343,4343,17.537357015774194
4344,4344,17.575008712980054
4345,4345,17.577824642539714
4346,4346,17.555575934092868
4347,4347,17.369298526682446
4348,4348,17.13853270178718
4349,4349,17.00471335784916
4350,4350,17.10807171760736
4351,4351,17.158068767543238
4352,4352,17.180283546060316
4353,4353,17.122053936677265
4354,4354,17.21997744641725
4355,4355,17.442137708701058
4356,4356,17.729523351592608
4357,4357,17.9633223114891
4358,4358,18.18782215150807
4359,4359,18.505834136771696
4360,4360,18.85933660276891
4361,4361,19.50783954638112
4362,4362,20.074138044638193
4363,4363,20.6394367043237
4364,4364,21.307625883539544
4365,4365,21.75284598535066
4366,4366,22.267183502159714
4367,4367,22.58681521047168
4368,4368,23.481549392226214
4369,4369,24.29695022194703
4370,4370,24.3082577623242
4371,4371,24.03980907401998
4372,4372,24.315022352619025
4373,4373,24.737341164388383
4374,4374,24.64041923065658
4375,4375,25.118531991967714
4376,4376,25.57206110969139
4377,4377,26.535076042859213
4378,4378,26.484087487574318
4379,4379,26.628342179447117
4380,4380,26.715501242135232
4381,4381,26.711035824953044
4382,4382,27.12755436911181
4383,4383,27.39744652317133
4384,4384,28.183012912873682
4385,4385,28.959252623830896
4386,4386,29.46601809245159
4387,4387,29.49562479942324
4388,4388,28.960348528257594
4389,4389,29.043861445103136
4390,4390,28.805068340511472
4391,4391,29.1872001991848
4392,4392,30.07160790992708
4393,4393,31.173045968896385
4394,4394,31.739526366736484
4395,4395,31.641547689308624
4396,4396,31.89941220721953
4397,4397,32.0479565311497
4398,4398,31.70732161401681
4399,4399,31.82282531782703
4400,4400,31.888925750729303
4401,4401,32.26531902876002
4402,4402,31.917968827026353
4403,4403,32.05228256735223
4404,4404,32.4189150010023
4405,4405,32.7320021317085
4406,4406,32.48109436597858
4407,4407,32.8473130614484
4408,4408,32.79644130907494
4409,4409,33.11005375080153
4410,4410,32.07025275860734
4411,4411,30.814342601882743
4412,4412,29.822679901941523
4413,4413,29.499102379683503
4414,4414,29.4667994945403
4415,4415,29.58442102969427
4416,4416,29.082851101890384
4417,4417,28.93305592833694
4418,4418,28.691607060678987
4419,4419,28.477912503590215
4420,4420,28.372654416792084
4421,4421,28.14475286335097
4422,4422,27.989091511785702
4423,4423,27.811877522030215
4424,4424,27.55879432262393
4425,4425,27.545286324986318
4426,4426,27.253657454155235
4427,4427,27.09647657433317
4428,4428,26.852570314332667
4429,4429,26.595639539600104
4430,4430,26.29365835798454
4431,4431,25.862253640350357
4432,4432,25.590038820905864
4433,4433,25.390001212755053
4434,4434,25.152171574244992
4435,4435,24.687756855482323
4436,4436,24.399744121019392
4437,4437,24.017504357368733
4438,4438,23.746729943831543
4439,4439,23.46930517766894
4440,4440,23.236424235188007
4441,4441,22.967899079186182
4442,4442,22.798092150785234
4443,4443,22.697772009407114
4444,4444,22.568167605159235
4445,4445,22.427603793926853
4446,4446,22.29566814155346
4447,4447,22.12777249187965
4448,4448,22.070955273589686
4449,4449,21.80995154817786
4450,4450,21.674153748820515
4451,4451,21.54136707360331
4452,4452,21.14955717528174
4453,4453,20.860947856708652
4454,4454,20.82257335033099
4455,4455,20.768220402293284
4456,4456,20.726061237674898
4457,4457,20.688069538170392
4458,4458,20.634981515752756
4459,4459,20.56334056790994
4460,4460,20.536673880369474
4461,4461,20.46679609421244
4462,4462,20.43696798539814
4463,4463,20.39671355800088
4464,4464,20.524747316801683
4465,4465,20.47629453386289
4466,4466,20.402061358055505
4467,4467,20.236929681547903
4468,4468,20.17676657500891
4469,4469,20.239727848890524
4470,4470,19.839588606610125
4471,4471,19.815288547276527
4472,4472,19.93026098203681
4473,4473,20.03152822585079
4474,4474,19.915308294682244
4475,4475,20.129654103114017
4476,4476,19.98873824419387
4477,4477,19.576072862408235
4478,4478,19.49001227490973
4479,4479,19.46209730244431
4480,4480,19.340549230547424
4481,4481,19.334558438778558
4482,4482,19.35854719082317
4483,4483,19.32157676280555
4484,4484,19.33355437054213
4485,4485,19.017993965647197
4486,4486,18.852892457871814
4487,4487,18.67663909720933
4488,4488,18.47177412915652
4489,4489,18.229024472838024
4490,4490,18.003791351013216
4491,4491,18.01936862670453
4492,4492,18.00817918406343
4493,4493,17.685979802529
4494,4494,17.951472363710646
4495,4495,18.134776599796027
4496,4496,18.229473842101598
4497,4497,18.332419672126665
4498,4498,18.454091665924466
4499,4499,18.612668350403354
4500,4500,18.782769041253147
4501,4501,18.87308446137462
4502,4502,19.162996064918776
4503,4503,19.4801126208087
4504,4504,19.959256252237093
4505,4505,20.42559636587766
4506,4506,20.647592628790722
4507,4507,20.830430304094197
4508,4508,21.1863930758915
4509,4509,21.529015795987632
4510,4510,22.009190375326302
