Y09_lgb,Y09_svr,Y09_rf
18.440736184456746,18.208204406891657,18.321305492148845
18.120206145065925,17.929645212527273,17.981751398340048
18.122824091801228,17.8153742784329,18.020547513304724
18.234347924544796,17.792929027424503,18.01945934176047
18.20121060184555,17.733926438979516,18.03855823538037
18.006483227205603,17.5878476712691,17.943638968609076
18.09463108023411,17.547327398576314,18.07942392463649
18.28841014815515,17.639228210434624,18.28049330366462
18.208767150472656,17.592109450681214,18.197541970872663
17.879626456133803,17.480291424134414,17.513449959754748
17.86953365871951,17.507251711895368,17.60996132045727
17.694092749073352,17.409717005457146,17.615411487576402
17.58170339846658,17.209888484347626,17.47871054497349
17.477036475867614,17.163988957622156,17.430868046626767
17.507242079169405,17.124588492613974,17.425123340905028
17.217743647121278,16.931814729142133,17.026088402007403
17.124655868621932,16.856403952714203,16.900262707994198
17.040195516435592,16.696519552896284,16.690758683968067
16.970842114129773,16.538169680547735,16.600271702899438
16.82802825360095,16.428444851974355,16.56493133086543
16.588649264722925,16.38757977104676,16.387035564888414
16.543648002452443,16.31225419147433,16.29940621947582
16.55683265527359,16.389122281022985,16.33174735950039
16.513387042548633,16.362320458391547,16.18040050502524
16.577101288491825,16.37632294523933,16.260562643437694
16.585855999113694,16.37519124328022,16.33713884157715
16.5546289021512,16.38443725758535,16.24733949004447
16.299639819210064,16.281677129352524,15.932535320936214
15.852562813178087,16.113867538329178,15.697990084674213
15.90190179169213,16.007334804206,15.61730603669653
15.8833376848719,16.111170318173897,15.737748838497435
16.0473443084472,16.17030259282482,15.757258541887017
16.077179199446086,16.19252757331939,15.770251235006075
16.164300421272383,16.247415360728077,15.84421483351285
16.273113489839936,16.334560926541297,16.00150314750184
16.394245288520928,16.46880552350371,16.19784493541661
16.744313740900107,16.7743429310379,16.439840890326554
17.15770997248451,17.071698601254234,16.880513985738038
17.530991105206777,17.379264202848187,17.323091770003703
17.853649643404943,17.72511292515161,17.783070303610977
18.276879108746208,18.058896051988846,18.173071690961876
18.901725307837587,18.556677024734945,18.78313418272024
19.466797160096156,19.05427706378301,19.2162648564302
19.85519570291812,19.595021055940606,19.76268848790767
20.597321655166606,20.436351549058053,20.407573436354475
21.06984505247101,21.3954465857378,21.025751750888922
21.74256585814976,22.205890921987994,21.424921789757597
22.716912248634685,22.855257976376798,21.834834378100773
23.896521753530074,23.762227934431344,23.22242858887507
24.814517464220643,24.683297685759467,23.855232640126655
25.363861361696294,25.06093722715986,24.211324742162994
25.417193209360963,25.17897780759315,24.662089223695226
25.449423762631334,25.320138424805652,25.38717317792307
25.999060397945453,25.77783668678945,26.235915764746483
25.99161641810731,25.678821157164634,26.45160133113597
26.186434542293227,25.657127543327267,26.697217486528082
26.74034827908339,26.042235977759283,27.1813718876645
28.00944239726018,26.769039142291252,27.742998022543627
28.08522333523357,27.136841090609693,27.975184928905797
28.10660001959179,27.272766237942335,27.999341383390792
28.63177430547654,27.690846327480365,28.489850352210112
28.789856928371933,27.829173548297433,28.67431879971075
29.39991511249358,28.479226550688075,29.21114317284823
29.726146907460446,28.885619684456877,29.62029084888963
30.155373069471004,29.463282250551735,30.109465057342597
30.76553323269089,30.239277917953245,30.67555718937573
31.275989374047754,30.984089367391675,31.143575488271495
31.526895024658508,31.267510029640544,31.420385113711557
31.4166614799857,30.996352411594852,31.413905368102093
32.12117990487944,31.380256101518036,31.98087419221818
32.07745054894454,31.662035919578347,32.25668175817508
31.806771946466643,32.17185741813432,32.27962144946652
32.53243664525472,33.150493507622244,32.978632129646655
33.542214098935375,34.32967807025287,33.74327397836889
34.55320537294193,35.477601754057744,34.367774057547464
35.20708986867302,36.44656001803254,35.08092861881947
35.7212912185144,36.63691975236619,35.43593097561833
35.80179734342402,36.68816489180112,35.57946605514614
35.683733205994294,36.59351848631629,35.581667365905005
35.96319206355411,36.70175625940409,35.85335087515069
36.387260833780346,36.94780868966662,35.85589734502755
36.25830837518205,37.05591469381072,35.940707279645615
36.62752983036206,37.40979857631802,36.22735047457523
36.52808388883158,37.740909613383295,36.31138378142576
36.54399159035745,37.82247715856008,36.50201746488967
36.752315407187425,37.942916370489435,36.919048304854954
37.09227464625927,38.18575086011886,37.362740738232716
37.22425900222064,37.92604254600327,37.24247580186101
36.933712100662625,37.85724024533512,37.04624932394656
36.94706379081426,38.06808177737669,37.20096323789232
37.09194694520865,38.006067141355174,37.37145680627972
36.99804753064658,37.91400379489923,37.10307678667506
36.75812438567116,37.55772524344944,36.98811338203325
36.9905943916919,37.728144935476095,37.04716247030183
37.288448030583865,37.640875445458974,37.421724792341124
37.42393526134465,37.714258035467694,37.606590666045165
37.04239302503225,37.44352269419185,37.3012545647371
36.81831318447843,37.261306028545036,37.092310646683174
36.46297199557235,36.90214837950832,36.64533869500085
35.986941241322484,36.65537649233581,36.19526385387269
36.23745775136897,36.57427852225893,36.16481485372989
35.815232673202814,36.04424662239343,35.46130438977938
35.414544449139854,35.68109059098418,35.05171034945657
35.0277442590064,35.06598364355399,34.559106265829
34.416748752928164,34.627924670079906,34.08787356353038
34.19833172244391,34.258224106372396,33.79014308519949
33.64167512350971,33.84037458983693,33.211788825815105
33.30777332865726,33.283714652186895,32.85764434995266
32.8721569578963,32.788374876210774,32.40991008453553
31.78795469826511,32.09478142843139,31.52398895977111
31.19800214327346,31.433088457775305,30.63550072709189
30.123997490971043,30.688895381820345,29.682376438925917
29.256779357652693,29.898451334864404,28.839486102331467
28.62968158819691,29.27501469259919,28.203557527148586
28.010077558046465,28.759480937565467,27.704498624278944
27.460867194626633,28.048913386736125,27.200911866950282
26.835864122951268,27.333141798509267,26.62121948516807
26.18579021735824,26.58901556228333,26.038401926404568
25.592380199902188,25.86594480784995,25.444396723516018
25.330007468981528,25.370779903305156,24.992621605376627
24.857552986214177,24.941310901401373,24.442145144674097
24.335276357832814,24.574886984204404,23.952559927382584
24.093866875211383,24.21340253085299,23.623946182028455
23.804750254209672,23.99175191438037,23.329020391641116
23.2862696011356,23.62360700642213,22.99555086942514
23.115607969387003,23.3800114429932,22.819810764896413
